
KinkyDungeonSpellFlameBlade,Flame Blade
KinkyDungeonSpellDescriptionFlameBlade,When enabled: Melee weapon attacks cost mana and create a flame strike that deals 30 fire damage to adjacent targets.
KinkyDungeonSpellFlameStrike,Flame Blade

KinkyDungeonSpellEngulf,Tentacle Slap
KinkyDungeonSpellDescriptionEngulf,You have the power to make tentacles out of slime when you attack. When enabled: Your attacks deal +10 glue damage and create slime. 150% bind efficiency.

KinkyDungeonSpellChainStrike,Chain Strike
KinkyDungeonSpellDescriptionChainStrike,You have the power to summon chains when you attack. When enabled: Your attacks deal +10 chain damage and create chains. 125% bind efficiency.

KinkyDungeonSpellRopework,Ropework
KinkyDungeonSpellDescriptionRopework,You have the power to weave ropes between your attacks. When enabled: Your attacks deal +10 chain damage and create ropes. 400% bind efficiency.

KinkyDungeonSpellLeatherWhip,Leather Whip
KinkyDungeonSpellDescriptionLeatherWhip,You have the power to strike with conjured belts when you attack. When enabled: Your attacks deal +10 pain damage and create belts. 250% bind efficiency.

KinkyDungeonSpellStrength,Super Strength
KinkyDungeonSpellDescriptionStrength,"When enabled: Struggling is more powerful, and your melee attack damage is increased by +20 if your weapon deals physical damage."
KinkyDungeonSpellStrengthStruggle,Your body glows with magical energy!

KinkyDungeonSpellWillpower,Enhance Will
KinkyDungeonSpellDescriptionWillpower,"When enabled: Miscast chance is halved"
KinkyDungeonSpellStrengthWillpower,You focus intently!

KinkyDungeonSpellTrueSight,Truesight
KinkyDungeonSpellDescriptionTrueSight,When enabled: Drain mana every turn to see through walls and increase accuracy by 40%.

KinkyDungeonSpellEnemySense,Echolocation
KinkyDungeonSpellDescriptionEnemySense,"Close your eyes to dramatically improve your hearing and locate enemies through walls."

KinkyDungeonSpellLight,Light
KinkyDungeonSpellDescriptionLight,"Produce a bright light for Duration turns. Has no effect in dark rooms."


KinkyDungeonSpellFleetFooted,Levitate
KinkyDungeonSpellDescriptionFleetFooted,"When enabled and above 0 stamina: Drain 5 mana per step to reduce slow level by 1 (if above 1), or 20 mana to ignore a temporary slow effect."
KinkyDungeonFleetFootedIgnoreTrap,"You levitate over the trap!"
KinkyDungeonFleetFootedIgnoreTrapFail,"You snag a tripwire while floating!"
KinkyDungeonFleetFootedIgnoreSlow,"You levitate forward despite being slowed!"
KinkyDungeonFleetFooted,"You hover with reduced effect from bindings."

KinkyDungeonSpellIronBlood,Iron Blood
KinkyDungeonSpellTargetIronBlood,Select yourself
KinkyDungeonSpellDescriptionIronBlood,"Channel 4 turns: Halves SP cost of melee attacks by 50%, but increases MP cost of spells by 25%. Ends on sleep or recast."
KinkyDungeonSpellCastIronBlood,Your skin glows a pale red!

KinkyDungeonSpellStoneSkin,Stone Skin
KinkyDungeonSpellTargetStoneSkin,Select which creature to buff
KinkyDungeonSpellDescriptionStoneSkin,Make the targeted creature (or yourself) gain +20 armor for Duration turns
KinkyDungeonSpellCastStoneSkin,Your skin takes on the appearance of cracked earth!

KinkyDungeonSpellCastArmorUp,The EnemyName gains increased physical armor!
KinkyDungeonSpellCastArmorUpArea,The EnemyName buffs the physical armor of her allies!
KinkyDungeonSpellCastSpellArmorUpAreaNevermere,"The EnemyName deploys an energy shield to allies!"
KinkyDungeonSpellCastNevermereBoost,"The EnemyName activates the vibrators of nearby wolfgirls, greatly motivating them!"
KinkyDungeonSpellCastDollBoost,"The EnemyName activates the vibrators of nearby dolls, greatly motivating them!"
KinkyDungeonSpellCastEarthfield,The EnemyName creates a zone of increased defense!
KinkyDungeonSpellCastParasolBuff,"EnemyName uses a charm to buff an enemy's Magic Armor and Evasion!"
KinkyDungeonSpellCastZombieBuff,"EnemyName uses a glowing talisman to buff an undead's physical armor and speed!"
KinkyDungeonSpellCastEarthrune,You create a zone of increased defense!
KinkyDungeonSpellCastWaterRune,You create a protective zone!
KinkyDungeonSpellCastIcerune,You create a fan of icicles!

KinkyDungeonSpellWall,Wall
KinkyDungeonSpellTargetWall,Select where to put the wall (cannot place on occupied squares)
KinkyDungeonSpellDescriptionWall,Create a stationary wall for Duration turns. It takes 20% damage from spells. Cast on an open door to close it and give it additional armor.
KinkyDungeonSummonSingleWall,A wall starts to form!
KinkyDungeonSpellCastWall,You create a line on the ground.

KinkyDungeonSpellTrueSteel,True Steel
KinkyDungeonSpellTargetTrueSteel,Choose a target.
KinkyDungeonSpellDescriptionTrueSteel,"A melee strike that deals DamageDealt slash damage, x2.5 against unaware humanoid enemies."
KinkyDungeonSpellCastTrueSteel,You slash with an ethereal blade!

KinkyDungeonSpellAlly,Summon Familiar
KinkyDungeonSpellTargetAlly,Select where to put the familiar (cannot place on occupied squares)
KinkyDungeonSpellDescriptionAlly,Create a familiar that fights by your side for the rest of the level
KinkyDungeonSummonSingleAlly,A familiar appears!
KinkyDungeonSpellCastAlly,You create a circle on the ground with your foot!

KinkyDungeonSpellStormCrystal,Summon Storm Crystal
KinkyDungeonSpellTargetStormCrystal,Select where to put the storm crystal (cannot place on occupied squares)
KinkyDungeonSpellDescriptionStormCrystal,Create a stationary crystal that casts Crackle on nearby targets for Duration turns. Can be healed to extend duration.
KinkyDungeonSummonSingleStormCrystal,A crackling crystal emerges from the ground!
KinkyDungeonSpellCastStormCrystal,You stomp and the ground shakes!

KinkyDungeonSpellFireElemental,Summon Fire Mote
KinkyDungeonSpellTargetFireElemental,Select where to put the fire mote (cannot place on occupied squares)
KinkyDungeonSpellDescriptionFireElemental,Create an orb of fire that follows you and attacks using firebolt.
KinkyDungeonSummonSingleFireElemental,A flaming spirit answers your call!
KinkyDungeonSpellCastFireElemental,You call upon the plane of Fire!

KinkyDungeonSpellEarthMote,Summon Earth Mote
KinkyDungeonSpellTargetEarthMote,Select where to put the earth mote (cannot place on occupied squares)
KinkyDungeonSpellDescriptionEarthMote,Create an animated stone that attacks using a strong but slow crush attack.
KinkyDungeonSummonSingleEarthMote,A rocky spirit rushes forth from the ground!
KinkyDungeonSpellCastEarthMote,You call upon the plane of Earth!

KinkyDungeonSpellAirMote,Summon Air Mote
KinkyDungeonSpellTargetAirMote,Select where to put the air mote (cannot place on occupied squares)
KinkyDungeonSpellDescriptionAirMote,Create a dusty mote that attacks using gusts of wind.
KinkyDungeonSummonSingleAirMote,A dust devil arises in front of you!
KinkyDungeonSpellCastAirMote,You call upon the plane of Air!

KinkyDungeonSpellWaterMote,Summon Water Mote
KinkyDungeonSpellTargetWaterMote,Select where to put the water mote (cannot place on occupied squares)
KinkyDungeonSpellDescriptionWaterMote,Create a watery serpent which stuns enemies with its melee attack.
KinkyDungeonSummonSingleWaterMote,A watery spirit bubbles up from the ground!
KinkyDungeonSpellCastWaterMote,You call upon the plane of Water!

KinkyDungeonSpellShadowWarrior,Summon Shadow Warrior
KinkyDungeonSpellTargetShadowWarrior,Select where to put the shadow warrior (cannot place on occupied squares)
KinkyDungeonSpellDescriptionShadowWarrior,Call forth a shadow warrior for 16 turns who deals DamageDealt damage every other turn.
KinkyDungeonSummonSingleShadowWarrior,...and the abyss answers!
KinkyDungeonSpellCastShadowWarrior,You call...

KinkyDungeonSpellNatureSpirit,Summon Nature Spirit
KinkyDungeonSpellTargetNatureSpirit,Select where to put the nature spirit (cannot place on occupied squares)
KinkyDungeonSpellDescriptionNatureSpirit,Create a natural spirit that fires vine projectiles and has a healing aura that restores HP to allies and regenerates your stamina.
KinkyDungeonSummonSingleNatureSpirit,A healing wisp appears!
KinkyDungeonSpellCastNatureSpirit,You call upon the powers of nature!





KinkyDungeonSpellGolem,Summon Golem
KinkyDungeonSpellTargetGolem,Select where to put the golem (cannot place on occupied squares)
KinkyDungeonSpellDescriptionGolem,Create a slow but powerful golem to fight by your side
KinkyDungeonSummonSingleGolem,A golem arises!
KinkyDungeonSpellCastGolem,You stomp your foot and draw the words of life on the floor!

KinkyDungeonSpellDecoy,Summon Decoy
KinkyDungeonSpellTargetDecoy,Select where to create an illusion (cannot place on occupied squares)
KinkyDungeonSpellDescriptionDecoy,"Create a decoy for Duration turns. It attracts enemy attention and triggers traps."
KinkyDungeonSpellCastDecoy,A shadow of yourself materializes!
KinkyDungeonSummonSingleDecoy,You create a line on the ground and toss in a lock of your hair!

KinkyDungeonSpellFeathers,Feather Explosion

KinkyDungeonSpellElasticGrip,Elastic Grip
KinkyDungeonSpellDescriptionElasticGrip,"A latex hand reaches out and pulls an enemy close to you! Base pull strength: 4"
KinkyDungeonSpellCastElasticGrip,You extend a rubbery hand and grab a foe!
KinkyDungeonSpellCastFailElasticGrip,There's an obstacle in the way!
KinkyDungeonSpellTargetElasticGrip,Select a target to pull

KinkyDungeonSpellSlime,Slime Blast
KinkyDungeonSpellSlimePuddle,Apprentice's Slime
KinkyDungeonSpellWitchSlime,Witch's Slime
KinkyDungeonSpellRubberSlime,Rubber Explosion
KinkyDungeonSpellMiniSlime,Witch's Slime Ball
KinkyDungeonSpellMiniCable,Robotic Arm
KinkyDungeonSpellDescriptionSlime,A pool of slime deals DamageDealt glue damage to enemies on impact and covers the area in temporary slime.
KinkyDungeonSpellCastSlime,You conjure a pool of slime!
KinkyDungeonSpellTargetSlime,Select where the slime will appear

KinkyDungeonSpellSlimeEruption,Slime Eruption
KinkyDungeonSpellDescriptionSlimeEruption,A huge blast of slime deals DamageDealt glue damage to enemies that enter and binds them briefly.
KinkyDungeonSpellCastSlimeEruption,You conjure an explosion of slime!
KinkyDungeonSpellTargetSlimeEruption,Select where the slime will appear

KinkyDungeonSpellSlimeSplash,Slime Splash
KinkyDungeonSpellDescriptionSlimeSplash,"After one turn, deals DamageDealt glue damage in a small area and spreads slime."
KinkyDungeonSpellCastSlimeSplash,You conjure a small amount of slime!
KinkyDungeonSpellTargetSlimeSplash,Select where the slime will appear


KinkyDungeonSpellWaterBall,Water Ball
KinkyDungeonSpellDescriptionWaterBall,"Fast projectile. Deals DamageDealt acid damage. Drenched targets take +35% electric/ice, -42% fire, & conduct 50% of electric damage."
KinkyDungeonSpellCastWaterBall,You hurl a ball of water!
KinkyDungeonSpellTargetWaterBall,Choose aim direction

KinkyDungeonSpellTidalBall,Tidal Sphere
KinkyDungeonSpellDescriptionTidalBall,"Slow moving projectile, deals DamageDealt acid damage to enemies it passes thru. Leaves a large amount of water in its wake."
KinkyDungeonSpellCastTidalBall,You raise a huge mass of water!
KinkyDungeonSpellTargetTidalBall,Choose aim direction

KDEffectWitchBoulder,The boulder knocks you to the ground!
KDEffectDrench,The water covers you and drenches you!
KinkyDungeonStepWater,You step in water and become wet.

KinkyDungeonSpellIceBreath,Ice Breath
KinkyDungeonSpellDescriptionIceBreath,A field of icicles that deals DamageDealt damage on a hit and stuns briefly.
KinkyDungeonSpellCastIceBreath,You breath out a chilling frost!
KinkyDungeonSpellTargetIceBreath,Select where to put the icicles (SpellArea radius)

KinkyDungeonSpellZombieOrb,Zombie Orb
KinkyDungeonSpellZombieOrbMini,Lesser Zombie Orb
KinkyDungeonSpellZombieOrbIce,Freezing Zombie Orb
KinkyDungeonSpellMummyBolt,Mystic Bolt
KinkyDungeonMysticShock,The mummy's curse paralyzes you!

KinkyDungeonSpellRubberBullets,Rubber Bullets
KinkyDungeonRubberBullets,You are hit by a fusilade of rubber bullets!
KinkyDungeonRubberBulletsAttach,The rubber bullets congeal into a slimy material on your body!

KinkyDungeonSpellPoisonDragonBlast,Nature Blast
KinkyDungeonSpellEntangle,Raging Vines

KinkyDungeonSpellSingleRibbon,Magic Ribbons
KinkyDungeonSpellSingleBelt,Magic Belts
KinkyDungeonSpellSlimethrower,Slime
KinkyDungeonSpellSlimethrower2,Slime
KinkyDungeonSpellCastSlimethrower,You project a pool of sticky slime!
KinkyDungeonSpellHeartArrow,Arrow of Love
KinkyDungeonSpellCastHeartArrow,You loose a glowing arrow!
KinkyDungeonSpellBondageBustBeam,Bondage Buster EX
KinkyDungeonSpellBondageBust,Bondage Buster EX
KinkyDungeonSpellEnemyBlast,Blaster
KinkyDungeonSpellCastBondageBust,You charge up a beam and fire it!
KinkyDungeonSpellCastDisarm,You swing your weapon and pull away the target's equipment!
KinkyDungeonSpellCastBeltStrike,You swing Dragonslaver and it lashes out in a whip-like fashion!
KinkyDungeonSpellCastSlimeForm,"The slime from your staff coats your body, granting you strange powers!"
KinkyDungeonSpellCastAvatarForm,"The power of the four elements flows through your veins!"
KinkyDungeonSpellHeatBolt,Firebolt
KinkyDungeonHeatBlast,An explosion knocks you to the ground!

KinkyDungeonSpellHighBolt,Curious Spell
KinkyDungeonFlummox,You have been flummoxed!

KinkyDungeonSpellNurseBola,Cuff Bola
KinkyDungeonSpellNurseSyringe,Throw Syringe
KinkyDungeonNurseSyringe,"You feel a prick as a small syringe hits you, and you start feeling drowsy..."
KinkyDungeonNurseBola,"The thrown cuffs snap shut around your ankles and slow you down!!!"
KinkyDungeonSpellRibbonBurst,Ribbon Burst
KinkyDungeonSpellSpores,Spores
KinkyDungeonSpellSporesSick,Noxious Spores
KinkyDungeonSpellSporesHappy,Enticing Spores
KinkyDungeonSpores,"You inhale some spores, and feel a bit sleepy..."
KinkyDungeonSporesHappy,"The spores make you feel excited!"
KinkyDungeonSporesSick,"The toxic spores make you feel faint..."

KinkyDungeonSpellHairpin,Magic Hairpin
KinkyDungeonHairpin,"The magic hairpin goes for your eyes and forces you to blink!"

KinkyDungeonSpellIceDragonBreath,Ice Storm

KinkyDungeonSpellIceSlow,Icy Aura
KinkyDungeonSpellIceSlowBreath,Icy Aura

KinkyDungeonSpellSlimeBall,Slime Ball
KinkyDungeonSpellWitchSlimeBall,Witch's Slime Ball
KinkyDungeonSpellDescriptionSlimeBall,A ball of slime leaves a trail of sticky slime (20 damage when stepped on). It deals DamageDealt glue damage on a hit.
KinkyDungeonSpellCastSlimeBall,You hurl a ball of slime!
KinkyDungeonSpellTargetSlimeBall,Choose aim direction

KinkyDungeonSpellSummonSkeleton,Summon Skeleton
KinkyDungeonSpellSummonSkeletons,Mass Summon Skeleton
KinkyDungeonSummonSingleSummonedSkeleton,A skeleton arises from bones on the floor!
KinkyDungeonSummonMultiSummonedSkeleton,A gang of SummonCount skeletons forms around you!
KinkyDungeonSummonMultiSummonedZombie,A gang of SummonCount zombies emerges from the floor!
KinkyDungeonSummonMultiPlayerGag,A bunch of gags fly out from your satchel!

KinkyDungeonSummonSingleTickleHand,A floating hand appears and cracks its knuckles!
KinkyDungeonSummonSingleGag,A floating gag appears and starts flying toward you!
KinkyDungeonSummonSingleAnimBlindfold,A floating blindfold appears and starts flying toward you!
KinkyDungeonSummonSingleAnimYoke,A floating yoke appears and starts flying toward you!
KinkyDungeonSummonSingleAnimChastity,A floating armbinder appears and starts flying toward you!
KinkyDungeonSummonSingleAnimStraitjacket,A floating straitjacket appears and starts flying toward you!
KinkyDungeonSummonSingleAnimHarness,A floating harness appears and starts flying toward you!
KinkyDungeonSummonSingleCuffs,A set of shackles opens wide and starts going for your wrists!
KinkyDungeonSummonMultiCuffs,A swarm of shackles approaches you!
KinkyDungeonSummonMultiGags,A swarm of gags approaches you!
KinkyDungeonSummonSingleLock,A cloud of locks and chains clatters as it levitates toward you!
KinkyDungeonSummonMultiLock,A huge cloud of locks and chains clatters as it levitates toward you!
KinkyDungeonSummonMultiTickleHand,Floating hands appear by the conjurer's side as she points her staff!

KinkyDungeonSummonMultiBookChain,Floating books appear near the caster!
KinkyDungeonSummonMultiBookBelt,Floating books appear near the caster!
KinkyDungeonSummonMultiBookRope,Floating books appear near the caster!
KinkyDungeonSummonMultiBookBondage,Floating books appear near the caster!
KinkyDungeonSummonMultiBookChain,Floating books appear near the caster!
KinkyDungeonSummonMultiBookNature,Dusty tomes appear near the caster!
KinkyDungeonSummonMultiBookArcane,Magical books appear near the caster!
KinkyDungeonSummonMultiBookForbidden,Sinister books appear near the caster!
KinkyDungeonSummonMultiBookElectric,Crackling books appear near the caster!
KinkyDungeonSummonMultiBookCelestial,Glowing books appear near the caster!
KinkyDungeonSummonMultiBookSlime,Rubber-stained books appear near the caster!
KinkyDungeonSummonMultiBookFire,Flaming books appear near the caster!
KinkyDungeonSummonMultiBookIce,Frigid books appear near the caster!
KinkyDungeonSummonMultiBookTickle,Devilish books appear near the caster!

KinkyDungeonSummonSingleBookChain,A floating book appears near the caster!
KinkyDungeonSummonSingleBookRope,A floating book appears near the caster!
KinkyDungeonSummonSingleBookBelt,A floating book appears near the caster!
KinkyDungeonSummonSingleBookBondage,A floating book appears near the caster!
KinkyDungeonSummonSingleBookNature,A dusty tome appears near the caster!
KinkyDungeonSummonSingleBookArcane,A magical book appears near the caster!
KinkyDungeonSummonSingleBookForbidden,A sinister book appears near the caster!
KinkyDungeonSummonSingleBookElectric,A crackling book appears near the caster!
KinkyDungeonSummonSingleBookCelestial,A glowing book appears near the caster!
KinkyDungeonSummonSingleBookSlime,A rubber-stained book appears near the caster!
KinkyDungeonSummonSingleBookFire,A flaming book appears near the caster!
KinkyDungeonSummonSingleBookIce,A frigid book appears near the caster!
KinkyDungeonSummonSingleBookTickle,A devilish book appears near the caster!


KinkyDungeonCrotchRope,Your struggling leaves you aroused because of the RestraintName...
KinkyDungeonCelestialPunish0,"You feel your restraints squeeze you and tingle with painful sensations!"
KinkyDungeonCelestialPunish1,"'Do not resist,' whispers a voice in your head..."
KinkyDungeonCelestialPunish2,"Your restraints squeeze you painfully without mercy!"
KinkyDungeonCrystalPunish0,"The crystals emit a powerful energy!"
KinkyDungeonCrystalPunish1,"You feel your body overflow with energy..."
KinkyDungeonCrystalPunish2,"The crystals react to your struggle attempts with a strange energy!"

KinkyDungeonSpellCastFromBook,Cast Spell (XXX turn delay)

KinkyDungeonEndVibeCease,You feel the vibrations leaving your body...
KinkyDungeonStartVibe,You feel your toys start to buzz...
KinkyDungeonStartVibeContinue,You your toys continue to buzz...
KinkyDungeonStartVibeRemote,The EnemyName remotely causes your toys to buzz!!!
KinkyDungeonPlugged,You feel the plugs inside you while walking.
KinkyDungeonVibing0,Your toys pulse and tingle occasionally.
KinkyDungeonVibing1,Your toys tease you and buzz gently...
KinkyDungeonVibing2,"Your vibrating toys are difficult to ignore..."
KinkyDungeonVibing3,"Your toys buzz strongly, making it difficult to concentrate!"
KinkyDungeonVibing4,"You tremble as the toys give off intense vibrations!"
KinkyDungeonVibing5,"Your toys torture you with intense pulsations!"
KinkyDungeonVibing6,"Your whole body resonates with the intense stimulation!"
KinkyDungeonVibing7,"The stimulation is so intense you can hardly breath!"
KinkyDungeonEndVibe,Your toys stop vibrating.
KinkyDungeonPlugWalk0,You feel slightly full as you move...
KinkyDungeonPlugWalk1,Your movement disturbs the plugs inside of you...
KinkyDungeonPlugWalk2,The large plugs shift(s) around inside of you...
KinkyDungeonPlugWalk3,The huge plugs rub(s) around constantly inside of you...
KinkyDungeonSlowed0,Your movements are hobbled.
KinkyDungeonSlowed1,Your hobbled movement disturbs the plugs inside of you.
KinkyDungeonSlowed2,The large plugs shift(s) around inside of you from your hobbled movement...
KinkyDungeonSlowed3,The massive plugs rub(s) around inside of you as you hobble forward...
KinkyDungeonHopping0,You hop forward!
KinkyDungeonHopping1,You hop and feel the plugs shifting around inside your body.
KinkyDungeonHopping2,The plugs shift in and out with each hop...
KinkyDungeonHopping3,The massive plugs slide in and out sensually as you hop...
KinkyDungeonHoppingCrouch0,You crawl forward!
KinkyDungeonHoppingCrouch1,You crawl and feel the plugs shifting around inside your body.
KinkyDungeonHoppingCrouch2,The plugs shift in and out as you crawl...
KinkyDungeonHoppingCrouch3,The massive plugs slide in and out sensually as you crawl...
KinkyDungeonInching0,You inch forward slowly!
KinkyDungeonInching1,"You inch forward, feeling the movement of your plugs."
KinkyDungeonInching2,"You wiggle your hips inching forward, feeling the plugs inside you..."
KinkyDungeonInching3,"You wiggle forward, the massive plugs inside you digging in and out..."
KinkyDungeonCrawling0,You crawl helplessly!
KinkyDungeonCrawling1,"You crawl helplessly, feeling the plugs shifting around inside you."
KinkyDungeonCrawling2,"You crawl and feel the plugs inside you rub around teasingly..."
KinkyDungeonCrawling3,"You crawl helplessly, tormented by the massive plugs inside you..."
KinkyDungeonCantMove0,You are unable to move!
KinkyDungeonCantMove1,"You wriggle uselessly, feeling the plugs shift inside you!"
KinkyDungeonCantMove2,"You wriggle uselessly, aroused by the plugs inside you!"
KinkyDungeonCantMove3,"You wriggle uselessly, tormented by the massive plugs inside of you!"
KinkyDungeonGrateEnter,You climb into the grate

KinkyDungeonGagMumble0,Mmmph...
KinkyDungeonGagMumble1,Mmmmmmmmm...
KinkyDungeonGagMumble2,Hhmmpphh...
KinkyDungeonGagMumble3,Gghhhh!!!
KinkyDungeonGagMumble4,Mmmmmphh!!!
KinkyDungeonGagMumble5,Mmm...
KinkyDungeonGagMumble6,MMM!!!
KinkyDungeonGagMumble7,Mmmmmm.

KinkyDungeonGagMumbleAroused0,Mmmaaaaahhh...
KinkyDungeonGagMumbleAroused1,Mmmmmmmmm~
KinkyDungeonGagMumbleAroused2,Unnnghhh...
KinkyDungeonGagMumbleAroused3,Mmmmmmmphhh..
KinkyDungeonGagMumbleAroused4,Mmmmmphh~
KinkyDungeonGagMumbleAroused5,Mmm~
KinkyDungeonGagMumbleAroused6,Mmmmm~~
KinkyDungeonGagMumbleAroused7,Mmmmmm~~~


KinkyDungeonGagRestraint0,Mmph...
KinkyDungeonGagRestraint1,Mmmm!
KinkyDungeonGagRestraint2,MMM!!!

KinkyDungeonGagStruggleQuiet0,Hmmph.
KinkyDungeonGagStruggleQuiet1,Mmmm...
KinkyDungeonGagStruggleQuiet2,Mmmph.

KinkyDungeonGagStruggle0,Mmmmmmph!!!
KinkyDungeonGagStruggle1,Gmmmmph!
KinkyDungeonGagStruggle2,Hmmmmph~!!

KinkyDungeonBlindSelf,"You are blinded!"
KinkyDungeonDamageSelf,"You took DamageTaken damage!"
KinkyDungeonSlime,"You get caught in sticky slime!"
KinkyDungeonSlimeBubble,"You get caught in a sticky slime bubble!"
KinkyDungeonMiniSlime,"The slime ball sticks to you!"
KinkyDungeonMiniSlime2,"The slime ball sticks to you and slows you!"
KinkyDungeonShock,"You feel a powerful sensation run through your body!"
KinkyDungeonEstim,"You feel a pleasurable sensation run through your body!"
KinkyDungeonCoronaShock,"Beams of light wrap around your body and feel warm on your skin!"
KinkyDungeonCrystalBind,"Crystals begin to form around your limbs!"
KinkyDungeonSingleMChain,"A magic chain secures itself around your body!"
KinkyDungeonSingleChain,"An animated chain secures itself around your body!"
KinkyDungeonSingleMRope,"A magic rope secures itself around your body!"
KinkyDungeonSingleMBelt,"A magic belt secures itself around your body!"
KinkyDungeonSingleRope,"A rope wraps itself around your body!"
KinkyDungeonSingleFabric,"A ribbon animates and becomes entwined around you!"
KinkyDungeonSingleBelt,"A belt buckles itself tightly around your body!"
KinkyDungeonSingleVine,"A vine slithers across your body and tightens!"
KinkyDungeonSlowedBySpell,"The spell hits you and slows you down!"
KinkyDungeonSpellWitchRope,"Witch's Rope"
KinkyDungeonSpellRopeEngulf,"Rope Tendrils"
KinkyDungeonSpellSarcoEngulf,"Blessed Wrappings"
KinkyDungeonSpellSarcoHex,"The Blessing"
KinkyDungeonSpellCastSummonRopeTentacle,"A long tendril emerges from the kraken's body!"
KinkyDungeonSummonMultiRopeMinion,Coiled ropes spring up from the floor!
KinkyDungeonSummonSingleRopeMinion,"A long tendril emerges from the kraken's body!"
KinkyDungeonSummonMultiSarcoMinion,Several glowing wrappings emerge!
KinkyDungeonSummonSingleSarcoMinion,A glowing wrapping emerges and starts moving toward you!
KinkyDungeonSpellRopeEngulfWeak,"Rope Strike"
KinkyDungeonSpellVineEngulf,"Animated Vines"
KinkyDungeonSpellSoulCrystalBind,"Soul-binding Sigil"
KinkyDungeonSpellElfArrow,Elven Arrow
KinkyDungeonEnchantedArrow,"The elven arrow flashes and wraps you in mithril ropes!"
KinkyDungeonRopeEngulf,"Ropes wrap themselves around your body from all sides!"
KinkyDungeonSarcoEngulf,"Wrappings appear and wrap you head to toe!"
KinkyDungeonRopeEngulfWeak,"Ropes wrap themselves around your body from all sides!"
KinkyDungeonVineEngulf,"Vines sprout around you and grab hold of your limbs!"
KinkyDungeonRopeEngulfDress,"Your clothes are stripped and replaced!"
KinkyDungeonSarcoEngulfDress,"Your clothes are stripped and replaced!"
KinkyDungeonVineEngulfDress,"Vines tear off your clothes!"
KinkyDungeonObsidianEngulf,"Restraints materialize on your body!"

KinkyDungeonCharmWraps,"The orb explodes into a burst of ribbons!"
KinkyDungeonCharmWrapsDress,"The orb tears off your clothes!"

KinkyDungeonSpellTrapCharmWeak,Charm Trap
KinkyDungeonSpellTrapRibbons,Ribbon Trap
KinkyDungeonSpellTrapShackleWeak,Shackle Trap
KinkyDungeonSpellTrapMummyWeak,Mummy Trap
KinkyDungeonSpellTrapRopeWeak,Rope Trap
KinkyDungeonSpellTrapRopeStrong,Rope Trap
KinkyDungeonSpellTrapRopeHoly,Holy Rope Trap
KinkyDungeonSpellTrapLeatherWeak,Belt Trap
KinkyDungeonSpellTrapCableWeak,Cable Trap
KinkyDungeonSpellTrapSlimeWeak,Slime Trap
KinkyDungeonSpellTrapMagicChainsWeak,Chain Trap
KinkyDungeonSpellTrapShadowLatex,Shadow Latex Trap
KinkyDungeonSpellTrapObsidian,Demonic Sigil
KinkyDungeonSpellTrapCrystal,Unstable Crystals
KinkyDungeonSpellTrapLustCloud,Gas Trap
KinkyDungeonSpellTrapSCloud,Gas Trap
KinkyDungeonSpellTrapLatex,Latex Engulfment
KinkyDungeonSpellTrapLatexBubble,Latex Engulfment
KinkyDungeonSpellTrapLatexBall,Latex Spherification
KinkyDungeonSpellTrapSleepDart,Sleep Dart
KinkyDungeonSpellSleepDart,Sleep Dart

KinkyDungeonSpellCastTrapCharmWeak,"A talisman on the floor explodes, sending a cloud of charms flying around you!"
KinkyDungeonSpellCastTrapRibbons,"Magical binding ribbons emerge from the walls!"
KinkyDungeonSpellCastTrapShackleWeak,"The ceiling opens, letting a lot of shackles fall on you!"
KinkyDungeonSpellCastTrapMummyWeak,"Bands of glowing wrappings start flying in from all sides!"
KinkyDungeonSpellCastTrapRopeWeak,"Ropes slither out towards you from between the bricks!"
KinkyDungeonSpellCastTrapRopeStrong,"Ropes fall on you from all sides!"
KinkyDungeonSpellCastTrapRopeHoly,"A constellation of ropes surrounds you!"
KinkyDungeonSpellCastTrapLeatherWeak,"Leather restraints start appearing around you!"
KinkyDungeonSpellCastTrapCableWeak,"high-tech cables come out from the floor!"
KinkyDungeonSpellCastTrapSlimeWeak,"Slimes pours out from the walls and ceiling!"
KinkyDungeonSpellCastTrapMagicChainsWeak,"Ethereal chains appear all around you!"
KinkyDungeonSpellCastTrapShadowLatex,"Shadows constrict around you!"
KinkyDungeonSpellCastTrapObsidian,"An otherworldly sigil appears below you!"
KinkyDungeonSpellCastTrapCrystal,"Crystals rise up around you!"
KinkyDungeonSpellCastTrapLatex,"Something shiny seems to be stretched out over the floor!"
KinkyDungeonSpellCastTrapLatexBubble,"A rubber bubble starts forming around you!"
KinkyDungeonSpellCastTrapLatexBall,"A rubber ball starts forming around you!"
KinkyDungeonSpellCastTrapLustCloud,"You hear the sound of glass breaking, and a cloud of pink gas rises around you!"
KinkyDungeonSpellCastTrapSCloud,"You hear the sound of glass breaking, and a cloud of green gas rises around you!"
KinkyDungeonTrapBindingsCharmWeak,"The charms stick themselves all over your body!"
KinkyDungeonTrapBindingsRibbons,"The ribbons tie themselves tightly around your body and won't let go!"
KinkyDungeonTrapBindingsShackleWeak,"Shackles close themselves over your limbs!"
KinkyDungeonTrapBindingsMummyWeak,"The wrappings close in over your body!"
KinkyDungeonTrapBindingsRopeWeak,"The ropes wrap themselves around your body!"
